"cf95e786-c203-4679-9f15-6c9907744caa","1677054168623","1","1","1"
"2a2d7925-a54c-4460-a280-527daeaf7226","1677055429876","1","1","1"
"9d9088b7-9394-4f21-be2c-2c33b5340123","1677055432197","1","1","1"
"3af9ee88-e756-493f-b798-b27a62779bcf","1677055432632","1","1","1"
"0a056d5c-b590-4bef-82d4-de5988bcdb60","1677055432814","1","1","1"
"ea52c816-e343-4edc-b07f-9529501b049f","1677055432968","1","1","1"
"19b81b71-9d26-4fb5-8bd1-40d800958a67","1677055433112","1","1","1"
"914b1957-c3e1-4eb7-b157-854a3f2cf785","1677055433263","1","1","1"
"ac9beb60-18f4-40ee-893e-bee18cb67692","1677055437598","1","1","10"
"f653fb52-105d-4049-b20b-f9cce498762e","1677055437768","1","1","10"
"4dcc7b11-61ba-4a3b-b7bb-e9f603efe7e5","1677055437919","1","1","10"
"32912b89-a934-47c0-9a4c-75dece4cb71e","1677055438048","1","1","10"
"69fee8f5-87f1-46db-8db0-b8b47f6c4807","1677055438193","1","1","10"
"d12a2096-1080-47ae-8e47-e05afb6f3f70","1677055438352","1","1","10"
"986eea03-2a72-4092-ac8e-869d53187e70","1677055463680","1","1","10"
